index	sentence1	label
2464	block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just ??5 by replying get bbdeluxe and take the challenge	1
2465	love it! i want to flood that pretty pussy with cum...	0
2466	babe! i fucking love you too !! you know? fuck it was so good to hear your voice. i so need that. i crave it. i can't get enough. i adore you, ahmad *kisses*	0
2467	sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..	0
2468	are you plans with your family set in stone ?	0
2469	i'm watching lotr w my sis dis aft. so u wan 2 meet me 4 dinner at nite a not?	0
2470	dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)	0
2471	he didn't see his shadow. we get an early spring yay	0
2472	ok	0
2473	i'm outside islands, head towards hard rock and you'll run into me	0
2474	thank you baby! i cant wait to taste the real thing...	0
2475	u coming back 4 dinner rite? dad ask me so i re confirm wif u...	0
2476	i love ya too but try and budget your money better babe. gary would freak on me if he knew	0
2477	huh i cant thk of more oredi how many pages do we have?	0
2478	i.ll get there tomorrow and send it to you	0
2479	there r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no	0
2480	apart from the one i told you about yesterday?	0
2481	i'm fine. hope you are also	0
2482	lmao where's your fish memory when i need it?	0
2483	good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always	0
2484	madam,regret disturbance.might receive a reference check from dlf premarica.kindly be informed.rgds,rakhesh,kerala.	0
2485	thanx 4 sending me home...	0
2486	the battery is for mr adewale my uncle. aka egbon	0
2487	yup, no need. i'll jus wait 4 e rain 2 stop.	0
2488	send me your resume:-)	0
2489	and  picking them up from various points	0
2490	that's cool he'll be here all night, lemme know when you're around	0
2491	\what are youdoing later? sar xxx\""	0
2492	sary just need tim in the bollox &it hurt him a lot so he tol me!	0
2493	s:-)if we have one good partnership going we will take lead:)	0
2494	ranjith cal drpd deeraj and deepak 5min hold	0
2495	thanx a lot...	0
2496	if you're thinking of lifting me one then no.	0
2497	kallis is ready for bat in 2nd innings	0
2498	auction round 4. the highest bid is now ??54. next maximum bid is ??71. to bid, send bids e. g. 10 (to bid ??10) to 83383. good luck.	1
2499	a bloo bloo bloo i'll miss the first bowl	0
2500	never y lei... i v lazy... got wat? dat day ?_ send me da url cant work one...	0
2501	its posible dnt live in  &lt;#&gt; century cm frwd n thnk different	0
2502	alright omw, gotta change my order to a half8th	0
2503	dude. what's up. how teresa. hope you have been okay. when i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . just thot you'ld like to know. do have a fantastic year and all the best with your reading. plus if you can really really bam first aid for usmle, then your work is done.	0
2504	good. good job. i like entrepreneurs	0
2505	i havent lei.. next mon can?	0
2506	?? log off 4 wat. it's sdryb8i	0
2507	where at were hungry too	0
2508	i emailed yifeng my part oredi.. can ?_ get it fr him..	0
2509	no message..no responce..what happend?	0
2510	\hey hey werethe monkeespeople say we monkeyaround! howdy gorgeous	0
2511	hey mate. spoke to the mag people. we???re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later.	0
2512	todays voda numbers ending 1225 are selected to receive a ??50award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app	1
2513	don???t give a flying monkeys wot they think and i certainly don???t mind. any friend of mine and all that!	0
2514	waiting for your call.	0
2515	pls tell nelson that the bb's are no longer comin. the money i was expecting aint coming	0
2516	yupz... i've oredi booked slots 4 my weekends liao...	0
2517	hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only ??10 at txtauction!txt word:start to no:81151 & get yours now!4t&	1
2518	eat jap done oso aft ur lect wat... ?? got lect at 12 rite...	0
2519	free entry into our ??250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.	1
2520	wishing you a wonderful week.	0
2521	k sure am in my relatives home. sms me de. pls:-)	0
2522	house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?	0
2523	too late. i said i have the website. i didn't i have or dont have the slippers	0
2524	designation is software developer and may be she get chennai:)	0
2525	4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938767 to update now! or2stoptxt t&cs	1
2526	orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer ends 14thmarch. t&c's apply. opt-out availa	1
2527	yes but i dont care! i need you bad, princess!	0
2528	k still are you loving me.	0
2529	what he said is not the matter. my mind saying some other matter is there.	0
2530	mode men or have you left.	0
2531	like a personal sized or what	0
2532	shall i come to get pickle	0
2533	this is my number by vivek..	0
2534	no. to be nosy i guess. idk am i over reacting if i'm freaked?	0
2535	tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?	0
2536	goodmorning, today i am late for 1hr.	0
2537	hey are you angry with me. reply me dr.	0
2538	prabha..i'm soryda..realy..frm heart i'm sory	0
2539	i thk ?_ gotta go home by urself. cos i'll b going out shopping 4 my frens present.	0
2540	aight that'll work, thanks	0
2541	i told her i had a dr appt next week. she thinks i'm gonna die. i told her its just a check. nothing to be worried about. but she didn't listen.	0
2542	i to am looking forward to all the sex cuddling.. only two more sleeps	0
2543	sorry dude. dont know how i forgot. even after dan reminded me. sorry. hope you guys had fun.	0
2544	i love to give massages. i use lots of baby oil... what is your fave position?	0
2545	can not use foreign stamps in this country.	0
2546	please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed ??1000 cash or ??5000 prize!	1
2547	i'll talk to the others and probably just come early tomorrow then	0
2548	what u mean u almost done? done wif sleeping? but i tot u going to take a nap.. yup i send her liao so i'm picking her up at ard 4 smth lor..	0
2549	you have registered sinco as payee. log in at icicibank.com and enter urn  &lt;#&gt;  to confirm. beware of frauds. do not share or disclose urn to anyone.	0
2550	ill be there on  &lt;#&gt;  ok.	0
2551	oh k :)why you got job then whats up?	0
2552	2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out	1
2553	ok then i will come to ur home after half an hour	0
2554	many more happy returns of the day. i wish you happy birthday.	0
2555	no. i meant the calculation is the same. that  &lt;#&gt; units at  &lt;#&gt; . this school is really expensive. have you started practicing your accent. because its important. and have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.	0
2556	(bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..	1
2557	jesus armand really is trying to tell everybody he can find	0
2558	who's there say hi to our drugdealer	0
2559	i fetch yun or u fetch?	0
2560	where are you ? what are you doing ? are yuou working on getting the pc to your mom's ? did you find a spot that it would work ? i need you	0
2561	you always make things bigger than they are	0
2562	free nokia or motorola with upto 12mths 1/2price linerental, 500 free x-net mins&100txt/mth free b'tooth*. call mobileupd8 on 08001950382 or call 2optout/d3wv	1
2563	the last thing i ever wanted to do was hurt you. and i didn't think it would have. you'd laugh, be embarassed, delete the tag and keep going. but as far as i knew, it wasn't even up. the fact that you even felt like i would do it to hurt you shows you really don't know me at all. it was messy wednesday, but it wasn't bad. the problem i have with it is you have the time to clean it, but you choose not to. you skype, you take pictures, you sleep, you want to go out. i don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. you used to be good about at least making the bed.	0
2564	have a nice day my dear.	0
2565	\cheers u tex mecause u werebored! yeah okden hunny r uin wk sat?sound??s likeyour havin gr8fun j! keep updat countinlots of loveme xxxxx.\""	0
2566	imagine you finally get to sink into that bath after i have put you through your paces, maybe even having you eat me for a while before i left ... but also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... enjoy, my cuck	0
2567	'wnevr i wana fal in luv vth my books, my bed fals in luv vth me..!'' . yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) gud eveb-).	0
2568	yo, you gonna still be in stock tomorrow/today? i'm trying to get a dubsack	0
2569	u wake up already? wat u doing? u picking us up later rite? i'm taking sq825, reaching ard 7 smth 8 like dat. u can check e arrival time. c ya soon...	0
2570	let me know how it changes in the next 6hrs. it can even be appendix but you are out of that age range. however its not impossible. so just chill and let me know in 6hrs	0
2571	as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a ??1500 bonus prize, call 09066368470	1
2572	you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a ??500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18	1
2573	yup. izzit still raining heavily cos i'm in e mrt i can't c outside.	0
2574	ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.	0
2575	customer place, i wil cal u sir.	0
2576	do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..	0
2577	eek that's a lot of time especially since american pie is like 8 minutes long. i can't stop singing it.	0
2578	no gifts!! you trying to get me to throw myself off a cliff or something?	0
2579	cramps stopped. going back to sleep	0
2580	well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!	0
2581	huh so fast... dat means u havent finished painting?	0
2582	i like cheap! but i???m happy to splash out on the wine if it makes you feel better..	0
2583	you will be receiving this week's triple echo ringtone shortly. enjoy it!	1
2584	rats. hey did u ever vote for the next themes?	0
2585	ok i juz receive..	0
2586	i'm thinking that chennai forgot to come for auction..	0
2587	ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of??2000 cash 18+only. to opt out txt x to 07786200117	1
2588	nooooooo i'm gonna be bored to death all day. cable and internet outage.	0
2589	want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p	1
2590	wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!	0
2591	have you finished work yet? :)	0
2592	then why you came to hostel.	0
2593	and he's apparently bffs with carly quick now	0
2594	there are many company. tell me the language.	0
2595	tells u 2 call 09066358152 to claim ??5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!	1
2596	happy birthday... may u find ur prince charming soon n dun work too hard...	0
2597	mind blastin.. no more tsunamis will occur from now on.. rajnikant stopped swimming in indian ocean..:-d	0
2598	thank you. and by the way, i just lost.	0
2599	that's the way you should stay oh.	0
2600	me i'm not workin. once i get job...	0
2601	meeting u is my work. . . tel me when shall i do my work tomorrow	0
2602	i hate when she does this. she turns what should be a fun shopping trip into an annoying day of how everything would look in her house.	0
2603	moby pub quiz.win a ??100 high street prize if u know who the new duchess of cornwall will be? txt her first name to 82277.unsub stop ??1.50 008704050406 sp arrow	1
2604	tell rob to mack his gf in the theater	0
2605	smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling!!	0
2606	whatsup there. dont u want to sleep	0
2607	just haven't decided where yet eh ?	0
2608	free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+	1
2609	wot is u up 2 then bitch?	0
2610	just normal only here :)	0
2611	i've got  &lt;#&gt; , any way i could pick up?	0
2612	you said to me before i went back to bed that you can't sleep for anything.	0
2613	?? go home liao? ask dad to pick me up at 6...	0
2614	can u get pic msgs to your phone?	0
2615	get the door, i'm here	0
2616	just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise.	0
2617	i am great princess! what are you thinking about me? :)	0
2618	also track down any lighters you can find	0
2619	yeah confirmed for you staying at  that weekend	0
2620	haven't seen my facebook, huh? lol!	0
2621	it's justbeen overa week since we broke up and already our brains are going to mush!	0
2622	nothing, smsing u n xy lor. sorry lor da guys neva c u in person but they sort of know u lor. so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.	0
2623	nah i don't think he goes to usf, he lives around here though	0
2624	ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.	0
2625	oh k.i think most of wi and nz players unsold.	0
2626	so that means you still think of teju	0
2627	whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though!	0
2628	ok lar... joking wif u oni...	0
2629	haha yeah i see that now, be there in a sec	0
2630	draw va?i dont think so:)	0
2631	hey elaine, is today's meeting still on?	0
2632	k, i'll work something out	0
2633	k, i might come by tonight then if my class lets out early	0
2634	good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?	0
2635	hey whats up? u sleeping all morning?	0
2636	can you just come in for a sec? there's somebody here i want you to see	0
2637	ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know	0
2638	i can send you a pic if you like :)	0
2639	but you dint in touch with me.	0
2640	not heard from u4 a while. call 4 rude chat private line 01223585334 to cum. wan 2c pics of me gettin shagged then text pix to 8552. 2end send stop 8552 sam xxx	1
2641	y cant u try new invention to fly..i'm not joking.,	0
2642	i'm putting it on now. it should be ready for  &lt;time&gt;	0
2643	7 lor... change 2 suntec... wat time u coming?	0
2644	u goin out 2nite?	0
2645	u dun say so early hor... u c already then say...	0
2646	moon has come to color your dreams, stars to make them musical and my sms to give you warm and peaceful sleep. good night	0
2647	and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	0
2648	not..tel software name..	0
2649	why de. you looking good only:-)..	0
2650	got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i'm done she's styling my hair now.	0
2651	i know you are serving. i mean what are you doing now.	0
2652	urgent! we are trying to contact u. todays draw shows that you have won a ??800 prize guaranteed. call 09050003091 from land line. claim c52. valid 12hrs only	1
2653	ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear	0
2654	hi there, 2nights ur lucky night! uve been invited 2 xchat, the uks wildest chat! txt chat to 86688 now! 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs	1
2655	free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question(std txt rate)t&c's apply 08452810075over18's	1
2656	you give us back my id proof and  &lt;#&gt;  rs. we wont allow you to work. we will come to your home within days	0
2657	hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.	0
2658	captain vijaykanth is doing comedy in captain tv..he is drunken :)	0
2659	u still painting ur wall?	0
2660	want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply	1
2661	how much did ur hdd casing cost.	0
2662	*deep sigh* ... i miss you :-( ... i am really surprised you haven't gone to the net cafe yet to get to me ... don't you miss me?	0
2663	okay lor... will they still let us go a not ah? coz they will not know until later. we drop our cards into the box right?	0
2664	aight fuck it, i'll get it later	0
2665	do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!	0
2666	me also da, i feel yesterday night  wait til 2day night dear.	0
2667	my planning usually stops at \find hella weed	0
2668	would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again! that needs to b sacked	0
2669	oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week.	0
2670	if india win or level series means this is record:)	0
2671	i'm a guy, browsin is compulsory	0
2672	i thought slide is enough.	0
2673	sorry me going home first... daddy come fetch ?_ later...	0
2674	k..k:)how much does it cost?	0
2675	i dont. can you send it to me. plus how's mode.	0
2676	hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call	1
2677	total disappointment, when i texted you was the craziest shit got :(	0
2678	are you willing to go for apps class.	0
2679	ok i am on the way to railway	0
2680	what type of stuff do you sing?	0
2681	will ?_ b going to esplanade fr home?	0
2682	dunno lei he neva say...	0
2683	living is very simple.. loving is also simple.. laughing is too simple.. winning is tooo simple.. but, being 'simple' is very difficult.. gud nte.:-	0
2684	pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.	0
2685	sorry sir, i will call you tomorrow.  senthil.hsbc	0
2686	what your plan for pongal?	0
2687	urgent! you have won a 1 week free membership in our ??100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18	1
2688	need a coffee run tomo?can't believe it's that time of week already	0
2689	the greatest test of courage on earth is to bear defeat without losing heart....gn tc	0
2690	no did you check? i got his detailed message now	0
2691	free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 ??3/wk	1
2692	pls she needs to dat slowly or she will vomit more.	0
2693	every day i use to sleep after  &lt;#&gt;  so only.	0
2694	jay says he'll put in  &lt;#&gt;	0
2695	ah, well that confuses things, doesn???t it?	0
2696	\alright babe	0
2697	ha ha - had popped down to the loo when you hello-ed me. hello!	0
2698	was the farm open?	0
2699	ok lor thanx... ?? in school?	0
2700	sorry brah, just finished the last of my exams, what up	0
2701	guess which pub im in? im as happy as a pig in clover or whatever the saying is!	0
2702	am not interested to do like that.	0
2703	ok... i din get ur msg...	0
2704	life is more strict than teacher... bcoz teacher teaches lesson &amp; then conducts exam, but life first conducts exam &amp; then teaches lessons. happy morning. . .	0
2705	i will see in half an hour	0
2706	u too...	0
2707	tomarrow final hearing on my laptop case so i cant.	0
2708	i sent my scores to sophas and i had to do secondary application for a few schools. i think if you are thinking of applying, do a research on cost also. contact joke ogunrinde, her school is one me the less expensive ones	0
2709	also where's the piece	0
2710	it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke	0
2711	yes we were outside for like 2 hours. and i called my whole family to wake them up cause it started at 1 am	0
2712	how is it possible to teach you. and where.	0
2713	from 88066 lost ??12 help	1
2714	sorry about that this is my mates phone and i didnt write it love kate	0
2715	uhhhhrmm isnt having tb test bad when youre sick	0
2716	dear got train and seat mine lower seat	0
2717	mm that time you dont like fun	0
2718	did u see what i posted on your facebook?	0
2719	ok lor. i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?	0
2720	, im .. on the snowboarding trip. i was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? cheers,	0
2721	just sleeping..and surfing	0
2722	s'fine. anytime. all the best with it.	0
2723	think you sent the text to the home phone. that cant display texts. if you still want to send it his number is	0
2724	yeah, probably but not sure. ilol let u know, but personally i wuldnt bother, then again if ur goin to then i mite as well!!	0
2725	money i have won wining number 946 wot do i do next	1
2726	on the way to office da..	0
2727	lmao!nice 1	0
2728	sorry i'm not free...	0
2729	call me when you/carlos is/are here, my phone's vibrate is acting up and i might not hear texts	0
2730	can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand.	0
2731	where r we meeting?	0
2732	theyre doing it to lots of places. only hospitals and medical places are safe.	0
2733	hey now am free you can call me.	0
2734	yeah imma come over cause jay wants to do some drugs	0
2735	free-message: jamster!get the crazy frog sound now! for poly text mad1, for real text mad2 to 88888. 6 crazy sounds for just 3 gbp/week! 16+only! t&c's apply	1
2736	sms services. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with stop. no extra charge. help:08700469649. po box420. ip4 5we	1
2737	\keep ur problems in ur heart	0
2738	am surfing online store. for offers do you want to buy any thing.	0
2739	\gimme a few\" was  &lt;#&gt;  minutes ago"	0
2740	for fear of fainting with the of all that housework you just did? quick have a cuppa	0
2741	daddy, shu shu is looking 4 u... u wan me 2 tell him u're not in singapore or wat?	0
2742	got ur mail dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.	0
2743	i thank you so much for all you do with selflessness. i love you plenty.	0
2744	bugis oso near wat...	0
2745	i have to take exam with march 3	0
2746	maybe if you woke up before fucking 3 this wouldn't be a problem.	0
2747	yes i started to send requests to make it but pain came back so i'm back in bed. double coins at the factory too. i gotta cash in all my nitros.	0
2748	yo, you around? just got my car back	0
2749	aathi..where are you dear..	0
2750	hi. hope you had a good day. have a better night.	0
2751	dude we should go sup again	0
2752	is she replying. has boye changed his phone number	0
2753	boo what time u get out? u were supposed to take me shopping today. :(	0
2754	and how's your husband.	0
2755	is there coming friday is leave for pongal?do you get any news from your work place.	0
2756	doc prescribed me morphine cause the other pain meds aren't enough. waiting for my mom to bring it. that med should kick in fast so i'm gonna try to be on later	0
2757	thanks for ve lovely wisheds. you rock	0
2758	hi my email address has changed now it is	0
2759	come to me right now, ahmad	0
2760	house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?	0
2761	hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.	0
2762	ya, told..she was asking wats matter?	0
2763	i dont thnk its a wrong calling between us	0
2764	hai dear friends... this is my new &amp; present number..:) by rajitha raj (ranju)	0
2765	thanks for being there for me just to talk to on saturday. you are very dear to me. i cherish having you as a brother and role model.	0
2766	oh, then your phone phoned me but it disconnected	0
2767	we know someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p	1
2768	prof: you have passed in all the papers in this sem congrats . . . . student: enna kalaachutaarama..!! prof:???? gud mrng!	0
2769	ok... but they said i've got wisdom teeth hidden inside n mayb need 2 remove.	0
2770	good stuff, will do.	0
2771	jus finish blowing my hair. u finish dinner already?	0
2772	still i have not checked it da. . .	0
2773	i'll text you when i drop x off	0
2774	yeah, that's what i was thinking	0
2775	sorry completely forgot * will pop em round this week if your still here?	0
2776	you have won a guaranteed 32000 award or maybe even ??1000 cash to claim ur award call free on 0800 ..... (18+). its a legitimat efreefone number wat do u think???	1
2777	how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?	1
2778	i'm working technical support :)voice process.networking field.	0
2779	freemsg: our records indicate you may be entitled to 3750 pounds for the accident you had. to claim for free reply with yes to this msg. to opt out text stop	1
2780	are you the cutest girl in the world or what	0
2781	k, if u bored up just come to my home..	0
2782	the word \checkmate\" in chess comes from the persian phrase \"shah maat\" which means; \"the king is dead..\" goodmorning.. have a good day..:)"	0
2783	horrible bf... i now v hungry...	0
2784	don't look back at the building because you have no coat and i don't want you to get more sick. just hurry home and wear a coat to the gym!!!	0
2785	back in brum! thanks for putting us up and keeping us all and happy. see you soon	0
2786	yo guess what i just dropped	0
2787	no! but we found a diff farm shop to buy some cheese. on way back now, can i call in?	0
2788	\getting tickets 4 walsall tue 6 th march. my mate is getting me them on sat. ill pay my treat. want 2 go. txt bak .terry\""	0
2789	where u been hiding stranger?	0
2790	freemsg>fav xmas tones!reply real	1
2791	then anything special?	0
2792	you can stop further club tones by replying \stop mix\" see my-tone.com/enjoy. html for terms. club tones cost gbp4.50/week. mfl	1
2793	i've sent my wife your text. after we buy them she'll tell you what to do. so just relax. we should go get them this wkend.	0
2794	lol wtf random. btw is that your lunch break	0
2795	i'll be at mu in like  &lt;#&gt;  seconds	0
2796	and miss vday the parachute and double coins??? u must not know me very well...	0
2797	i'm in a meeting, call me later at	0
2798	then dun wear jeans lor...	0
2799	hey sexy buns ! have i told you ? i adore you, loverboy. i hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe	0
2800	mmm ... fuck .... merry christmas to me	0
2801	dont talk to him ever ok its my word.	0
2802	lol u still feeling sick?	0
2803	urgent! your mobile number has been awarded with a ??2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm	1
2804	kind of. took it to garage. centre part of exhaust needs replacing. part ordered n taking it to be fixed tomo morning.	0
2805	i am on the way to tirupur.	0
2806	i've reached sch already...	0
2807	hey... are you going to quit soon? xuhui and i working till end of the month	0
2808	reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode	1
2809	hope this text meets you smiling. if not then let this text give you a reason to smile. have a beautiful day.	0
2810	go where n buy? juz buy when we get there lar.	0
2811	you have won a guaranteed ??200 award or even ??1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx	1
2812	you bad girl. i can still remember them	0
2813	private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203652 identifier code: 42810 expires 29/10/0	1
2814	fuuuuck i need to stop sleepin, sup	0
2815	rose for red,red for blood,blood for heart,heart for u. but u for me.... send tis to all ur friends.. including me.. if u like me.. if u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....	0
2816	oh, i will get paid. the most outstanding one is for a commercial i did for hasbro...in august! they made us jump through so many hoops to get paid. still not.	0
2817	let me know how to contact you. i've you settled in a room. lets know you are ok.	0
2818	wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-)	0
2819	yep. i do like the pink furniture tho.	0
2820	look at amy ure a beautiful, intelligent woman and i like u a lot. i know u don??t like me like that so don??t worry.	0
2821	excellent. i spent  &lt;#&gt;  years in the air force. iraq and afghanistan. i am stable and honest. do you like traveling?	0
2822	free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870	1
2823	hi darlin its kate are u up for doin somethin tonight? im going to a pub called the swan or something with my parents for one drink so phone me if u can	0
2824	if i let you do this, i want you in the house by 8am.	0
2825	yup...	0
2826	come back to tampa ffffuuuuuuu	0
2827	weightloss! no more girl friends. make loads of money on ebay or something. and give thanks to god.	0
2828	we currently have a message awaiting your collection. to collect your message just call 08718723815.	1
2829	if you text on your way to cup stop that should work. and that should be bus	0
2830	yup i shd haf ard 10 pages if i add figures... ?? all got how many pages?	0
2831	eat at old airport road... but now 630 oredi... got a lot of pple...	0
2832	dunno dat's wat he told me. ok lor...	0
2833	text me when you get off, don't call, my phones having problems	0
2834	2 and half years i missed your friendship:-)	0
2835	sorry, i'll call later	0
2836	the affidavit says  &lt;#&gt;  e twiggs st, division g, courtroom  &lt;#&gt; , &lt;time&gt;  am. i'll double check and text you again tomorrow	0
2837	i dunno lei... like dun haf...	0
2838	yes, princess. toledo.	0
2839	on hen night. going with a swing	0
2840	not much no fights. it was a good nite!!	0
2841	i.ll give her once i have it. plus she said grinule greet you whenever we speak	0
2842	romcapspam everyone around should be responding well to your presence since you are so warm and outgoing. you are bringing in a real breath of sunshine.	1
2843	you see the requirements please	0
2844	ok. there may be a free gym about.	0
2845	your right! i'll make the appointment right now.	0
2846	send me yetty's number pls.	0
2847	have a good trip. watch out for . remember when you get back we must decide about easter.	0
2848	shopping lor. them raining mah hard 2 leave orchard.	0
2849	mm feeling sleepy. today itself i shall get that dear	0
2850	all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468	1
2851	you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327	1
2852	thats cool. i want to please you...	0
2853	horrible u eat macs eat until u forgot abt me already rite... u take so long 2 reply. i thk it's more toot than b4 so b prepared. now wat shall i eat?	0
2854	what can i do? might accidant tookplace between somewhere ghodbandar rd. traffic moves slovely. so plz slip &amp; don't worry.	0
2855	they said ?_ dun haf passport or smth like dat.. or ?_ juz send to my email account..	0
2856	not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..	0
2857	y dun cut too short leh. u dun like ah? she failed. she's quite sad.	0
2858	then what about further plan?	0
2859	no i am not having not any movies in my laptop	0
2860	am only searching for good dual sim mobile pa.	0
2861	that's very rude, you on campus?	0
2862	get ur 1st ringtone free now! reply to this msg with tone. gr8 top 20 tones to your phone every week just ??1.50 per wk 2 opt out send stop 08452810071 16	1
2863	my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?	0
